date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-10-23,14.99,15.34,15.29,14.73,290915.19,0.31,2.07,15.484,15.831,15.34,407496.95,501493.34,335560.15
2015-10-22,14.78,15.15,14.98,14.26,346022.84,0.23,1.56,15.656,15.775,15.374,455537.82,488785.71,348434.77
2015-10-21,16.36,16.48,14.75,14.75,486238.53,-1.64,-10.01,15.936,15.755,15.4,518150.32,472933.69,363589.34
2015-10-20,15.92,16.69,16.39,15.92,570220.62,0.38,2.37,16.184,15.74,15.38,492228.82,424514.25,359668.97
2015-10-19,16.13,16.17,16.01,15.74,344087.59,-0.14,-0.87,16.15,15.534,15.26,495548.52,376999.71,339223.18
2015-10-16,16.41,16.5,16.15,15.8,531119.5,-0.23,-1.4,16.178,15.383,15.111,595489.72,356611.08,329476.4
2015-10-15,16.0,16.49,16.38,15.89,659085.38,0.39,2.44,15.894,15.225,14.944,522033.6,315669.95,310635.77
2015-10-14,16.5,16.58,15.99,15.73,356631.03,-0.23,-1.42,15.574,15.047,14.807,427717.06,266066.09,282256.36
2015-10-13,15.88,16.47,16.22,15.81,586819.12,0.07,0.43,15.296,14.968,14.698,356799.68,247055.97,270908.95
2015-10-12,15.04,16.2,16.15,14.92,843793.56,1.42,9.64,14.918,14.875,14.616,258450.89,206258.61,252368.97
2015-10-09,14.78,14.88,14.73,14.6,163838.91,-0.05,-0.34,14.588,14.848,14.484,117732.43,169626.97,225481.61
2015-10-08,14.69,14.85,14.78,14.55,187502.69,0.45,3.14,14.556,14.973,14.415,109306.3,208083.84,237875.69
2015-10-07,14.69,14.69,14.6,14.5,2044.1,0.27,1.88,14.52,15.045,14.39,104415.12,254244.99,238591.01
2015-09-30,14.46,14.71,14.33,14.33,95075.2,-0.17,-1.17,14.64,15.02,14.407,137312.26,294823.69,254227.67
2015-09-29,14.3,14.5,14.5,13.74,140201.27,-0.07,-0.48,14.832,14.986,14.411,154066.32,301446.64,256758.9
2015-09-28,14.5,14.75,14.57,14.13,121708.25,-0.03,-0.2,15.108,14.839,14.427,221521.51,302341.72,261584.07
2015-09-25,15.19,15.4,14.6,14.11,163046.8,-0.6,-3.95,15.39,14.662,14.395,306861.38,305601.6,271230.13
2015-09-24,15.3,15.56,15.2,15.06,166529.77,-0.09,-0.59,15.57,14.567,14.315,404074.86,298446.63,276049.54
2015-09-23,15.5,15.97,15.29,15.27,178845.52,-0.59,-3.71,15.4,14.427,14.188,452335.12,294761.94,296024.85
2015-09-22,15.78,16.58,15.88,15.64,477477.19,-0.1,-0.63,15.14,14.356,14.081,448826.97,298479.33,295537.77
2015-09-21,15.35,15.98,15.98,15.08,548407.62,0.48,3.1,14.57,14.119,14.017,383161.94,281336.25,282824.07
2015-09-18,14.2,15.69,15.5,14.18,649114.19,1.15,8.01,13.934,13.856,13.993,304341.81,267667.54,269968.11
2015-09-17,13.8,14.63,14.35,13.6,407831.09,0.36,2.57,13.564,13.734,14.001,192818.4,222937.03,255962.11
2015-09-16,13.02,14.33,13.99,12.91,161304.75,0.96,7.37,13.454,13.794,14.067,137188.75,213631.64,254927.88
2015-09-15,12.47,13.12,13.03,12.25,149152.06,0.23,1.8,13.572,13.835,14.237,148131.7,212071.15,267384.17
2015-09-14,13.68,14.13,12.8,12.75,154306.97,-0.85,-6.23,13.668,14.015,14.464,179510.56,220826.42,285769.58
2015-09-11,13.81,14.05,13.65,13.42,91497.11,-0.15,-1.09,13.778,14.128,14.668,230993.27,236858.66,294104.73
2015-09-10,14.29,14.68,13.8,13.8,129682.87,-0.78,-5.35,13.904,14.063,14.803,253055.66,253652.45,312000.2
2015-09-09,13.48,14.66,14.58,13.35,216019.48,1.07,7.92,14.134,13.949,14.984,290074.53,297287.77,331715.74
2015-09-08,13.34,13.67,13.51,12.5,306046.38,0.16,1.2,14.098,13.805,15.114,276010.6,292596.21,338254.23
2015-09-07,14.39,14.87,13.35,12.85,411720.5,-0.93,-6.51,14.362,13.914,15.261,262142.28,284311.9,331581.06
2015-09-02,14.04,14.9,14.28,13.6,201809.06,-0.67,-4.48,14.478,14.13,15.404,242724.04,272268.68,316404.12
2015-09-01,14.38,14.97,14.95,13.54,314777.25,0.55,3.82,14.222,14.268,15.505,254249.25,288987.19,314925.78
2015-08-31,14.55,14.93,14.4,14.22,145699.8,-0.43,-2.9,13.764,14.339,15.579,304501.0,296224.13,308987.51
2015-08-28,13.73,14.95,14.83,13.73,236704.8,0.9,6.46,13.512,14.639,15.633,309181.83,322697.2,310187.01
2015-08-27,13.17,13.93,13.93,12.01,314629.31,0.93,7.15,13.466,14.913,15.667,306481.51,350712.74,307606.27
2015-08-26,12.9,13.44,13.0,12.3,259435.08,0.34,2.69,13.782,15.208,15.745,301813.31,351350.81,306475.84
2015-08-25,11.84,12.73,12.66,11.83,566036.0,-0.48,-3.65,14.314,15.543,15.884,323725.12,370347.95,307906.6
2015-08-24,13.3,14.0,13.14,13.14,169103.94,-1.46,-10.0,14.914,16.019,16.001,287947.25,366143.71,301990.21
2015-08-21,15.08,15.48,14.6,14.5,223203.23,-0.91,-5.87,15.766,16.423,16.076,336212.57,383912.24,315029.96
2015-08-20,15.4,16.18,15.51,15.05,291288.28,-0.15,-0.96,16.36,16.608,16.16,394943.97,378850.21,328408.92
2015-08-19,14.89,15.88,15.66,14.18,368994.16,0.0,0.0,16.634,16.677,16.239,400888.31,360539.57,341978.29
2015-08-18,17.46,17.8,15.66,15.66,387146.66,-1.74,-10.0,16.772,16.741,16.291,416970.77,340864.38,345536.73
2015-08-17,17.4,17.85,17.4,17.2,410430.53,-0.17,-0.97,17.124,16.818,16.332,444340.16,321750.89,341036.05
2015-08-14,17.14,18.28,17.57,17.0,516860.22,0.69,4.09,17.08,16.627,16.287,431611.91,297676.82,339097.35
2015-08-13,16.01,16.99,16.88,15.92,321010.0,0.53,3.24,16.856,16.42,16.249,362756.46,264499.79,328800.59
2015-08-12,17.03,17.25,16.35,16.3,449406.44,-1.07,-6.14,16.72,16.282,16.204,320190.82,261600.87,329106.25
2015-08-11,17.6,18.58,17.42,17.18,523993.62,0.24,1.4,16.71,16.225,16.151,264757.98,245465.26,328239.79
2015-08-10,16.5,17.5,17.18,16.5,346789.25,0.73,4.44,16.512,15.983,16.086,199161.62,237836.72,334258.36
2015-08-07,16.25,16.74,16.45,16.22,172582.98,0.25,1.54,16.174,15.729,15.993,163741.73,246147.68,341949.69
2015-08-06,15.92,16.48,16.2,15.8,108181.8,-0.1,-0.61,15.984,15.711,15.867,166243.13,277967.62,339118.73
2015-08-05,16.51,16.52,16.3,15.9,172242.27,-0.13,-0.79,15.844,15.801,15.69,203010.92,323417.02,354869.53
2015-08-04,15.55,16.49,16.43,15.45,196011.8,0.94,6.07,15.74,15.84,15.451,226172.54,350209.08,384931.15
2015-08-03,15.36,15.71,15.49,15.19,169689.8,-0.01,-0.07,15.454,15.845,15.269,276511.82,360321.2,404721.17
2015-07-31,15.26,15.78,15.5,15.19,185089.97,0.0,0.0,15.284,15.947,15.203,328553.63,380517.88,427926.02
2015-07-30,15.69,16.18,15.5,15.33,292020.75,-0.28,-1.77,15.438,16.077,15.172,389692.12,393101.39,440343.41
2015-07-29,14.95,15.84,15.78,14.95,288050.38,0.78,5.2,15.758,16.125,15.223,443823.13,396611.63,444100.39
2015-07-28,14.2,15.15,15.0,13.3,447708.19,0.36,2.46,15.94,16.077,15.353,474245.61,411014.32,447806.6
2015-07-27,15.8,16.47,14.64,14.64,429898.88,-1.63,-10.02,16.236,16.189,15.623,444130.58,430679.99,449407.86
2015-07-24,17.2,17.29,16.27,16.13,490782.38,-0.83,-4.85,16.61,16.257,15.861,432482.12,437751.7,447718.61
2015-07-23,16.81,17.25,17.1,16.74,562675.81,0.41,2.46,16.716,16.023,16.127,396510.66,400269.84,452132.04
2015-07-22,16.87,17.45,16.69,16.27,440162.81,0.21,1.27,16.492,15.579,16.472,349400.14,386322.04,440795.97
2015-07-21,16.15,16.7,16.48,16.01,297133.03,-0.03,-0.18,16.214,15.061,16.838,347783.02,419653.22,435796.07
2015-07-20,16.82,17.18,16.51,16.1,371656.56,-0.29,-1.73,16.142,14.692,17.158,417229.41,449121.13,439066.07
2015-07-17,16.03,17.2,16.8,16.02,310925.09,0.82,5.13,15.904,14.458,17.466,443021.29,475334.16,437059.86
2015-07-16,15.3,16.17,15.98,14.48,327123.19,0.68,4.44,15.33,14.266,17.885,404029.03,487585.43,435841.59
2015-07-15,15.58,16.82,15.3,14.51,432077.25,-0.82,-5.09,14.666,14.321,18.398,423243.94,491589.15,440136.29
2015-07-14,16.3,16.85,16.12,15.6,644364.94,0.8,5.22,13.908,14.628,18.983,491523.41,484598.89,441653.59
2015-07-13,15.32,15.32,15.32,14.67,500615.97,1.39,9.98,13.242,15.056,19.576,481012.86,468135.73,450971.62
2015-07-10,13.15,13.93,13.93,13.15,115963.78,1.27,10.03,13.012,15.464,20.141,507647.03,457685.51,449284.21
2015-07-09,11.51,12.66,12.66,10.8,423197.75,1.15,9.99,13.202,16.231,20.794,571141.83,503994.23,473609.16
2015-07-08,11.51,12.09,11.51,11.51,773474.62,-1.28,-10.01,13.976,17.365,21.462,559934.37,495269.91,470000.98
2015-07-07,13.0,13.48,12.79,12.75,591812.19,-1.38,-9.74,15.348,18.614,22.189,477674.36,451938.93,450778.15
2015-07-06,16.37,16.37,14.17,13.39,633786.81,-0.71,-4.77,16.87,19.624,22.901,455258.61,429011.01,454781.2
2015-07-03,16.0,16.38,14.88,14.88,433437.78,-1.65,-9.98,17.916,20.473,23.538,407723.99,398785.56,455939.64
2015-07-02,18.36,18.85,16.53,16.53,367160.44,-1.84,-10.02,19.26,21.503,24.092,436846.64,384097.76,452067.67
2015-07-01,19.77,21.15,18.37,18.36,362174.59,-2.03,-9.95,20.754,22.475,24.602,430605.46,388683.42,463224.95
2015-06-30,18.9,20.62,20.4,17.46,479733.41,1.0,5.16,21.88,23.337,25.0,426203.49,398708.3,469093.59
2015-06-29,22.0,22.5,19.4,19.4,396113.75,-2.15,-9.98,22.378,24.096,25.248,402763.41,433807.51,465612.8
2015-06-26,23.2,25.55,21.6,21.6,579051.0,-2.4,-10.0,23.03,24.817,25.493,389847.13,440882.9,465367.48
2015-06-25,24.68,25.09,24.0,22.11,335954.53,0.0,0.0,23.746,25.357,25.673,331348.88,443224.09,466853.54
2015-06-24,23.02,24.3,24.0,22.95,340164.75,1.11,4.85,24.196,25.558,25.873,346761.39,444732.04,485425.24
2015-06-23,22.7,22.99,22.89,20.39,362533.03,0.23,1.01,24.794,25.763,26.005,371213.1,449617.38,503720.87
2015-06-19,24.6,24.6,22.66,22.66,331532.34,-2.52,-10.01,25.814,26.178,26.106,464851.61,480551.39,504876.1
2015-06-18,26.25,26.26,25.18,24.8,286559.75,-1.07,-4.08,26.604,26.603,26.226,491918.67,513093.72,509968.51
2015-06-17,26.81,26.99,26.25,24.59,413017.06,-0.74,-2.74,26.968,26.681,26.25,555099.3,520037.58,520604.04
2015-06-16,27.5,27.6,26.99,25.97,462423.34,-1.0,-3.57,26.92,26.729,26.207,542702.7,537766.49,526229.02
2015-06-15,26.8,28.58,27.99,26.6,830725.56,1.38,5.19,26.732,26.662,26.093,528021.66,539478.88,523743.97
2015-06-12,27.0,27.37,26.61,26.41,466867.66,-0.39,-1.44,26.542,26.399,25.933,496251.16,497418.1,497314.52
2015-06-11,26.12,27.26,27.0,25.8,602462.88,0.99,3.81,26.602,26.168,25.827,534268.76,489852.06,493459.5
2015-06-10,26.0,26.5,26.01,25.26,351034.06,-0.04,-0.15,26.394,25.988,25.741,484975.86,490482.98,485667.67
2015-06-09,27.0,27.0,26.05,25.88,389018.16,-0.99,-3.66,26.538,26.187,25.746,532830.27,526118.43,496666.74
2015-06-08,27.51,27.99,27.04,26.27,671873.06,0.13,0.48,26.592,26.247,25.725,550936.1,557824.36,510956.49
2015-06-05,26.01,27.0,26.91,25.22,656955.62,0.95,3.66,26.256,26.034,25.539,498585.03,529200.82,507996.3
2015-06-04,26.39,26.59,25.96,24.38,355998.41,-0.77,-2.88,25.734,25.849,25.293,445435.36,506843.3,501684.31
2015-06-03,26.4,26.98,26.73,25.1,590306.12,0.41,1.56,25.582,25.819,24.995,495990.1,521170.49,512247.09
2015-06-02,25.29,26.49,26.32,24.88,479547.28,0.96,3.79,25.836,25.685,24.614,519406.58,514691.55,496760.64
2015-06-01,24.32,25.63,25.36,24.31,410117.72,1.06,4.36,25.902,25.524,24.243,564712.61,508009.05,485086.21
2015-05-29,25.0,25.65,24.3,22.78,391207.28,-0.9,-3.57,25.812,25.466,23.978,559816.61,497210.93,477598.3
2015-05-28,28.02,28.29,25.2,25.2,608772.12,-2.8,-10.0,25.964,25.486,23.739,568251.24,497066.95,479462.26
2015-05-27,26.92,28.18,28.0,26.25,707388.5,1.35,5.07,26.056,25.493,23.418,546350.88,480852.35,461678.55
2015-05-26,25.01,26.91,26.65,24.41,706077.44,1.74,6.99,25.534,25.304,22.916,509976.53,467215.05,442432.34
2015-05-25,24.8,25.3,24.91,24.13,385637.72,-0.15,-0.6,25.146,25.203,22.538,451305.49,464088.62,422983.53
2015-05-22,25.89,26.26,25.06,24.68,433380.44,-0.6,-2.34,25.12,25.043,22.246,434605.26,486791.79,422607.59
2015-05-21,25.39,25.95,25.66,24.95,499270.28,0.27,1.06,25.008,24.737,21.973,425882.65,496525.32,424144.19
2015-05-20,24.72,26.1,25.39,24.4,525516.75,0.68,2.75,24.93,24.171,21.647,415353.83,503323.7,419791.12
2015-05-19,24.76,24.87,24.71,23.88,412722.28,-0.07,-0.28,25.074,23.543,21.295,424453.58,478829.72,412276.33
2015-05-18,24.2,25.09,24.78,24.07,302136.53,0.28,1.14,25.26,22.962,20.946,476871.74,462163.36,430915.06
2015-05-15,25.31,25.55,24.5,23.64,389767.41,-0.77,-3.05,24.966,22.489,20.629,538978.32,457985.67,447557.32
2015-05-14,26.08,27.27,25.27,25.0,446626.19,-0.84,-3.22,24.466,21.991,20.242,567167.99,461857.56,443818.27
2015-05-13,25.5,27.78,26.11,25.15,571015.5,0.47,1.83,23.412,21.342,19.816,591293.56,442504.74,446815.54
2015-05-12,22.94,25.64,25.64,22.66,674813.06,2.33,10.0,22.012,20.527,19.348,533205.86,417649.62,450790.25
2015-05-11,22.98,24.0,23.31,21.68,612669.44,1.31,5.96,20.664,19.873,18.849,447454.99,381878.45,431343.73
2015-05-08,20.2,22.0,22.0,20.2,530715.75,2.0,10.0,20.012,19.448,18.458,376993.02,358423.39,413155.26
2015-05-07,19.25,20.8,20.0,19.25,567254.06,0.89,4.66,19.516,19.208,18.121,356547.14,351763.05,401485.17
2015-05-06,19.4,19.79,19.11,18.95,280576.97,0.21,1.11,19.272,19.123,17.91,293715.91,336258.55,391307.54
2015-05-05,20.05,20.06,18.9,18.76,246058.73,-1.15,-5.74,19.042,19.047,17.768,302093.38,345722.94,395851.39
2015-05-04,19.37,20.18,20.05,19.37,260359.59,0.53,2.71,19.082,18.929,17.621,316301.9,399666.75,404708.87
2015-04-30,19.38,20.18,19.52,18.82,428486.34,0.74,3.94,18.884,18.768,17.397,339853.76,437128.97,412439.81
2015-04-29,17.96,18.98,18.78,17.8,253097.94,0.82,4.57,18.9,18.492,17.183,346978.97,425778.97,406254.07
2015-04-28,18.8,19.05,17.96,17.69,322464.31,-1.14,-5.97,18.974,18.289,17.0,378801.18,451126.34,410785.67
2015-04-27,19.1,19.66,19.1,18.66,317101.34,0.04,0.21,19.052,18.169,16.865,389352.5,483930.88,411875.24
2015-04-24,19.42,19.42,19.06,18.7,378118.88,-0.54,-2.75,18.776,17.825,16.671,483031.6,480809.01,407186.92
2015-04-23,19.36,20.19,19.6,19.03,464112.38,0.45,2.35,18.652,17.468,16.478,534404.18,467887.14,401630.78
2015-04-22,18.24,19.36,19.15,18.05,412209.0,0.8,4.36,18.084,17.033,16.261,504578.97,451207.28,399908.89
2015-04-21,17.33,18.7,18.35,17.33,375220.91,0.63,3.56,17.604,16.696,16.087,523451.51,446356.53,413697.87
2015-04-20,18.47,19.82,17.72,17.66,785496.81,-0.72,-3.9,17.286,16.489,15.92,578509.25,445979.83,416677.89
2015-04-17,16.8,18.44,18.44,16.6,634981.81,1.68,10.02,16.874,16.312,15.769,478586.42,409750.99,390662.16
2015-04-16,16.48,17.15,16.76,16.08,314986.31,0.01,0.06,16.284,16.026,15.583,401370.09,387750.64,377657.27
2015-04-15,16.77,17.4,16.75,16.44,506571.69,-0.01,-0.06,15.982,15.874,15.491,397835.6,386729.17,388092.19
2015-04-14,15.86,17.23,16.76,15.82,650509.62,1.1,7.02,15.788,15.71,15.372,369261.56,370445.0,382762.33
2015-04-13,15.5,15.78,15.66,15.25,285882.69,0.17,1.1,15.692,15.56,15.245,313450.42,339819.61,370050.46
2015-04-10,15.27,15.68,15.49,15.18,248900.16,0.24,1.57,15.75,15.517,15.146,340915.56,333564.83,366572.0
2015-04-09,15.61,15.8,15.25,14.92,297313.84,-0.53,-3.36,15.768,15.487,15.048,374131.18,335374.41,365055.22
2015-04-08,16.3,16.39,15.78,15.61,363701.47,-0.5,-3.07,15.766,15.489,14.967,375622.74,348610.49,365412.22
2015-04-07,15.96,16.6,16.28,15.96,371453.94,0.33,2.07,15.632,15.478,14.878,371628.45,381039.2,359237.15
2015-04-03,15.67,16.09,15.95,15.59,423208.38,0.37,2.38,15.428,15.35,14.769,366188.79,387375.94,353761.85
2015-04-02,15.4,15.86,15.58,15.4,414978.28,0.34,2.23,15.284,15.226,14.66,326214.1,371573.33,358166.1
2015-04-01,15.11,15.45,15.24,15.0,304771.62,0.13,0.86,15.206,15.139,14.607,296617.64,367563.9,364185.97
2015-03-31,15.35,15.64,15.11,15.0,343730.03,-0.15,-0.98,15.212,15.107,14.603,321598.24,389455.21,387681.77
2015-03-30,15.37,15.45,15.26,14.98,344255.66,0.03,0.2,15.324,15.033,14.536,390449.96,395079.65,390170.67
2015-03-27,15.19,15.39,15.23,15.08,223334.91,0.04,0.26,15.272,14.929,14.458,408563.09,400281.32,390740.92
2015-03-26,15.2,15.44,15.19,14.9,266996.0,-0.08,-0.52,15.168,14.775,14.372,416932.57,399579.18,393978.54
2015-03-25,15.35,15.77,15.27,15.1,429674.59,-0.4,-2.55,15.072,14.608,14.287,438510.16,394736.02,404122.44
2015-03-24,14.98,16.1,15.67,14.52,687988.62,0.67,4.47,15.002,14.445,14.154,457312.17,382213.94,391422.66
2015-03-23,14.8,15.1,15.0,14.69,434821.31,0.29,1.97,14.742,14.277,14.028,399709.34,337435.1,357404.18
2015-03-20,14.61,14.86,14.71,14.57,265182.31,0.0,0.0,14.586,14.188,13.927,391999.56,320147.76,346371.75
2015-03-19,14.97,15.0,14.71,14.5,374883.97,-0.21,-1.41,14.382,14.093,13.839,382225.78,344758.87,345538.43
2015-03-18,14.44,15.07,14.92,14.43,523684.66,0.55,3.83,14.144,14.075,13.745,350961.89,360808.05,340513.23
2015-03-17,14.48,14.5,14.37,14.08,399974.44,0.15,1.05,13.888,14.098,13.627,307115.71,385908.32,324723.51
2015-03-16,13.81,14.39,14.22,13.68,396272.41,0.53,3.87,13.812,14.038,13.529,275160.87,385261.68,313181.7
2015-03-13,13.54,13.87,13.69,13.51,216313.44,0.17,1.26,13.79,13.986,13.418,248295.96,381200.51,296980.22
2015-03-12,13.68,13.75,13.52,13.35,218564.48,-0.12,-0.88,13.804,13.968,13.33,307291.95,388377.91,289935.04
2015-03-11,14.0,14.28,13.64,13.52,304453.78,-0.35,-2.5,14.006,13.965,13.244,370654.21,413508.86,284811.54
2015-03-10,14.12,14.15,13.99,13.8,240200.23,-0.12,-0.85,14.308,13.863,13.171,464700.94,400631.38,276531.89
2015-03-09,13.73,14.19,14.11,13.6,261947.86,0.35,2.54,14.264,13.779,13.08,495362.5,377373.26,271744.49
2015-03-06,14.52,14.8,13.76,13.69,511293.41,-0.77,-5.3,14.182,13.665,12.995,514105.06,372595.74,269357.64
2015-03-05,15.15,15.47,14.53,14.53,535375.75,-0.62,-4.09,14.132,13.584,12.932,469463.88,346317.99,259033.2
2015-03-04,13.85,15.15,15.15,13.81,774687.44,1.38,10.02,13.924,13.414,12.84,456363.51,320218.42,244368.5
2015-03-03,13.57,14.29,13.77,13.55,393508.03,0.07,0.51,13.418,13.155,12.705,336561.82,263538.7,211533.62
2015-03-02,13.54,14.08,13.7,13.36,355660.66,0.19,1.41,13.294,13.02,12.641,259384.02,241101.72,204388.67
2015-02-27,13.4,13.65,13.51,13.22,288087.5,0.02,0.15,13.148,12.85,12.586,231086.42,212759.93,202574.4
2015-02-26,12.68,13.88,13.49,12.62,469873.91,0.87,6.89,13.036,12.691,12.526,223172.1,191492.17,194631.52
2015-02-25,12.99,13.04,12.62,12.58,175679.02,-0.35,-2.7,12.904,12.522,12.459,184073.34,156114.21,178992.51
2015-02-24,13.15,13.3,13.15,13.11,7619.0,0.18,1.39,12.892,12.478,12.445,190515.57,152432.4,178643.0
2015-02-17,13.18,13.3,12.97,12.88,214172.69,0.02,0.15,12.746,12.381,12.401,222819.41,166115.73,186748.34
2015-02-16,12.88,13.11,12.95,12.78,248515.86,0.12,0.94,12.552,12.325,12.355,194433.44,166119.55,185855.97
2015-02-13,12.42,13.03,12.83,12.42,274380.12,0.27,2.15,12.346,12.279,12.29,159812.25,171748.42,186777.56
2015-02-12,12.76,13.08,12.56,12.51,207890.17,0.14,1.13,12.14,12.266,12.286,128155.09,168518.58,182822.13
2015-02-11,12.15,12.59,12.42,12.11,169138.22,0.42,3.5,12.064,12.254,12.284,114349.24,159528.54,180499.09
2015-02-10,11.92,12.09,12.0,11.9,72242.83,0.08,0.67,12.016,12.262,12.283,109412.05,167675.62,178831.82
2015-02-09,11.78,12.13,11.92,11.72,75409.9,0.12,1.02,12.098,12.322,12.306,137805.66,192388.87,183690.67
2015-02-06,12.07,12.27,11.8,11.69,116094.32,-0.38,-3.12,12.212,12.361,12.338,183684.6,197770.87,188387.37
2015-02-05,12.31,12.44,12.18,12.16,138860.92,0.0,0.0,12.392,12.395,12.368,208882.06,201870.81,192452.13
2015-02-04,12.41,12.41,12.18,12.16,144452.27,-0.23,-1.85,12.444,12.412,12.396,204707.85,204853.6,195684.95
2015-02-03,12.49,12.69,12.41,12.16,214210.88,-0.08,-0.64,12.508,12.421,12.431,225939.19,207380.95,201725.05
2015-02-02,12.96,13.1,12.49,12.45,304804.59,-0.21,-1.65,12.546,12.384,12.458,246972.07,205592.39,214446.81
2015-01-30,12.45,12.83,12.7,12.45,242081.66,0.26,2.09,12.51,12.3,12.51,211857.15,201806.71,240581.2
2015-01-29,12.41,12.62,12.44,12.29,117989.84,-0.06,-0.48,12.398,12.306,12.53,194859.55,197125.69,266452.53
2015-01-28,12.6,12.84,12.5,12.41,250609.0,-0.1,-0.79,12.38,12.313,12.543,204999.36,201469.64,289725.76
2015-01-27,12.35,12.79,12.6,12.33,319375.28,0.29,2.36,12.334,12.303,12.518,188822.71,189988.03,288565.02
2015-01-26,12.21,12.36,12.31,12.14,129229.98,0.17,1.4,12.222,12.289,12.488,164212.7,174992.47,284816.39
2015-01-23,12.39,12.43,12.14,12.09,157093.64,-0.21,-1.7,12.09,12.315,12.475,191756.26,179003.86,288642.24
2015-01-22,12.27,12.41,12.35,12.18,168688.89,0.08,0.65,12.214,12.341,12.462,199391.83,183033.46,293764.13
2015-01-21,12.04,12.33,12.27,11.95,169725.78,0.23,1.91,12.246,12.379,12.452,197939.92,186516.31,304791.9
2015-01-20,11.84,12.06,12.04,11.64,196325.22,0.39,3.35,12.272,12.441,12.485,191153.34,196069.14,331589.98
2015-01-19,12.29,12.51,11.65,11.51,266947.78,-1.11,-8.7,12.356,12.532,12.506,185772.23,223301.24,349104.76
2015-01-16,12.53,12.84,12.76,12.42,195271.48,0.25,2.0,12.54,12.719,12.542,166251.46,279355.69,362525.84
2015-01-15,12.44,12.57,12.51,12.35,161429.34,0.11,0.89,12.468,12.753,12.487,166675.08,335779.36,366291.01
2015-01-14,12.48,12.59,12.4,12.32,135792.89,-0.06,-0.48,12.512,12.772,12.459,175092.69,377981.87,379359.83
2015-01-13,12.55,12.66,12.46,12.4,169419.66,-0.11,-0.88,12.61,12.732,12.422,200984.93,387142.01,383619.83
2015-01-12,12.43,12.65,12.57,12.31,169343.92,0.17,1.37,12.708,12.687,12.385,260830.25,394640.32,389654.74
